,userName,score,at,content
1557,Austin Adi subrata,4,2020-10-11 03:19:46,"Applikasi yang memudahkan , sangat seneng bisa mengetahui dan mengenal bardi smart home . Harganya juga sangat terjangkau dan mudah dipergunakan . Semoga kedepannya bardi jauh lebih baik lagi 🌈"
1558,Alfredo NPH,5,2020-10-11 03:07:54,"Bagus banget alatnya bekerja semua, gak ada kendala dalam pemasangan maupun pemakaiannya. Yang paling saya suka lampunya itu udh bisa pake voice assistent. MANTAP BANGET DAH POKOKNYAA"
1559,alexandra eleonora nina,5,2020-10-11 03:01:26,Aplikasi yang cukup keren sekali. Semua jadi pintar dah. Puas banget.
1560,MR Yuwanda,5,2020-10-11 02:59:43,"Yes! Bardi ini emang merek yang menyajikan produk produk smart home murah tapi gamurahan! Bener bener memberikan pengalaman smart home yang nyata, namun dengan harga yang terjangkau, again. Murah, tapi gak murahan! Kereen!!!"
1561,Steven,5,2020-10-11 02:47:07,Bagus untuk smarthome appliance selain smartlife dan user interface nya friendly user sekali.
1562,Nora Aini,5,2020-10-11 02:27:36,"Produk produk Bardi memang bagus dengan harga yang terjangkau menjadi kan rumah semakin Smart, lampu dll bisa terintegrasi dan bisa dikontrol. terima kasih atas solusi Inovatif nya."
1563,Falih Hibatullah,5,2020-10-11 02:03:36,"Mantap banget min, baru beli yg 12watt rgbww udah nagih parah sih, bisa ganti"" scene jadi enak buat tidur malem"", kalo lg mager tinggal pake voice, dengan harga yg murah banget juga, salut lah"
1564,Reza Rahar,5,2020-10-11 02:00:50,Bardi smart home gk ad tandingan deh sellau di hati kita semua di indonesia tercinta
1565,Hery Septianor,5,2020-10-11 01:58:02,"Sangat praktis, jadi betah dirumah. Mantap, produk Bardi paling murah, tapi tidak murahan."
1566,Ricky Utomo,5,2020-10-11 01:54:36,Bardi selalu dihati sampe kapanpun
1567,Inti Santa,5,2020-10-11 01:50:52,Tambah tambah terus produk bardi saya akan beli semuanya lengkapin di rumah
1568,Santa Bersama,5,2020-10-11 01:48:11,Rumah jadi seperti iron man karena nih bardi terbaik deh
1569,ERWAN PRASETYA,5,2020-10-11 01:45:22,"Produknya murah dengan kualitas yang keren, canggih, ada app nya jadi memudahkan pengguna. Top BGT!"
1570,krisna saputra,5,2020-10-11 01:39:57,"Sumpah keren banget, udah pakai bbrp produk bardi seperti lamp, led strip dan smart ir. Bisa kontrol semuanya meski tidak dirumah"
1571,awey mugen,5,2020-10-11 01:37:11,"Produk brand lokal, kualitas terbaik & harga paling terjangkau. Produk2 smart homenya paling hits & bikin betah di rumah karena memiliki asisten sekelas jarvis iron man. Hampir semua produk bardi terkoleksi dirumah. Sukses terus bardi & ciptakan lagi produk2 smart home lainnya. 👍👍"
1572,Didit Irawan,5,2020-10-11 01:25:26,"Produk yang sangat keren euy, sekarang mo nyalain lampu tinggal "" ok google turn on the light"". Udah gak khawatir lupa matiin AC kalo lagi buru buru pergi, aplikasinya juga super friendly gampang banget pakenya. Intinya produk the best dengan aplikasi yang the best pula!"
1573,Fina Alvia R,5,2020-10-11 00:33:10,"Dulu sempet berharap ada lampu yg bisa dikontrol hanya melalui smartphone tp dg harga yg masih terjangkau. Dan voila, ternyata ini jawabannya! Memudahkan bgt untuk kaum yg sering berada di luar rumah, dan kaum yg kalo di rumah pengennya rebahan, terus bahkan buat sekedar matiin saklar aja mager. Aplikasinya simpel, mudah dipahami, dan satu lagi yg bikin bangga, produk asli Indonesia👏🇮🇩"
1574,Yuly Amelia,5,2020-10-11 00:25:26,"Produk bardi smarthome sangat berkualitas, bergaransi dan harganya terjangkau, semoga bardi terus meningkatkan kualitas dan menambah produk smarthome yang terbaik, sukses terus untuk bardi Indonesia 👍"
1575,Fuad M Tan,5,2020-10-11 00:21:46,Its great apk.... please make for pc
1576,Kadhia,5,2020-10-11 00:21:20,"User Interface yang simpel membuat aplikasi sangat mudah digunakan ditambah lagi promo promo cashback menarik di dalam aplikasi, Good Job Bardi!👍"
1577,Nurbalingga Suhendra Ar Rahman,5,2020-10-11 00:19:13,"Saya pakai smart socket bardi sumpah keren amat dah, apalagi setiap switch bisa dimatikan dan dihidupkan satu - satu via aplikasi sehingga mengurangi pemborosan pemakaian yang gak perlu."
1578,bambang purwanto,5,2020-10-11 00:16:45,Produk yang oke banget dengan kualitas nomor satu.. aplikasinya juga mantap dan mudah dioperasikan.. 👍
1579,Malvin Ling,5,2020-10-11 00:14:59,Mudah di mengerti dan bisa kombinasi dengan produk bardi yg begitu banyak. Mantap 👍 Punya smarthome bukan impian lagi
1580,thunder riyan,5,2020-10-11 00:14:58,Selalu di hati selalu pakai lampu smarthome bardi
1581,Gultom,5,2020-10-11 00:14:15,product local terbaik di perangkat smart home dengan aplikasi ini yang esay to use dan simple kita bisa mengontrol semua perangkat bardi hanya dengan 1 aplikasi top martokop
1582,Donny Boi,5,2020-10-10 23:50:40,"Recomended product. saya sudah beli hampir semua product bardi, mulai dari smart remote, smart breaker, smart plug, camera cctv, led strip dan semua berjalan dengan baik dan simple. Aplikasinya juga ringan dan plg saya suka buka cctv nya itu cepat di banding kompetitior. Good job bardi."
1583,Henri Kurniawan,5,2020-10-10 23:23:46,"Untuk UI & UX aplikasinya simpel dan mudah dalam penggunaannya, semoga untuk update kedepan ada fitur baru di aplikasinya yang makin bikin seneng kamu rebahan. Untuk produk mantap pokoknya sangat memudahkan dan bikin praktis kamu rebahan, sudah ada smart light dan smart breaker, next mau nambah smart light untuk beberapa ruang dirumah. Terimakasih bardi 👍👍"
1584,Delsy Putra Wirawan,5,2020-10-10 23:00:24,"Produk smart home yang sangat mudah untuk dioperasikan dan membuat rumah menjadi mewah, terimakasih Bardi. Saya sudah menggunakan 30 Lebih Produk Bardi."
1585,Dicky Nugraha,5,2020-10-10 22:42:53,"Apps BARDI yang dikhususkan untuk produk2 BARDI, yang membuat sangat realibilty dan mudah digunakan. Perangkat untuk membuat rumah pintar tersedia dari lampu, cctv, sampai feeder untuk hewan peliharaan. sukses terus BARDI, semoga keluar lagi produk2 lainya. terima kasih."
1586,Faiq Muhammad Iqbal,5,2020-10-10 21:32:55,sangat mudah digunakan dan sesuai deskripsi.. rumah jd terasa mewah setelah pasang smart light bulb
1587,Sabda Suy #ArtTickleCulture,5,2020-10-10 21:18:46,"Ini adalah lampu yang sangat menakjubkan, berteknologi modern dan dirancang dengan ilmu pengetahuan yang mumpuni. Lampu yang benar-benar kekinian. Mudah diatur sesuai keinginan kita. Bintang 5 saya rasa belum cukup untuk menilai sebuah lampu dengan teknologi yang benar-benar menarik ini. Luar biasa inovasinya. Sukses terus. Saya berharap memiliki banyak lampu Bardi untuk saya ganti semua lampu yang ada di setiap ruangan rumah saya. Very interesting. Good job Bardi.. 😍😍😍❤❤😍😍"
1588,WAHYU WORLD,5,2020-10-10 21:12:51,"Best SMART HOME Equipment Awalnya sih cuma iseng nyoba lampu pintarnya ,ga taunya racunnya BARDI menjalar sampai pengen punya semua produknya . Semua produknya keren bisa bikin pemilik Rumah menjadi rasanya seperti IRONMAN .... 😅😅"
1589,Nendi Suhendi,5,2020-10-10 20:56:41,"Keren banget, awalnya beli lampu biar praktis eh keterusan beli smart home lainnya, mulai dari door lock, door alarm, cctv yg buat spesial bardi itu murah bangettt...."
1590,ARIE DWI JULIANTO,5,2020-10-10 18:52:10,"Aplikasi nya keren banget asli, UI nya juga, Produk nya pun No Gagal dah, IOT banget ini"
1591,Astrid Anatofani,5,2020-10-10 18:45:04,Keren sih ini aplikasi
1592,Michael 2nd,5,2020-10-10 18:38:44,Berkat bolam bardi 9W saya jd ga perlu repot2 matikan switchnya lagi.. Seperti kaya ironman 😅
1593,Arie Dwi Julianto,5,2020-10-10 18:37:25,"Aplikasi nya suka banget, UI nya mantap, produk"" Bardi No Gagal deh"
1594,Franky Oktavius,5,2020-10-10 18:28:10,Keren app nya. Satu saja bisa mewakili semua produk. Tinggal sering sering update dengan penambahan fitur baru seperti di app Smart ya. Jangan kendor.. mantap.
1595,Rosma Wati,5,2020-10-10 18:28:09,Karena bardi rumah saya jadi pinter wkwkwk
1596,Ratna Yulita,5,2020-10-10 18:12:04,Bardi smart home memang yg terbaik di hati kita smart home
1597,Rita Lee,5,2020-10-10 18:07:36,Thank you for making My life so much easierrrrrr... Keep it up Bardi... Di tunggu product2 hebat selanjutnya 🤩🤩🤩
1598,Kara Ginting,5,2020-10-10 18:07:21,Tetap terbaik tetap no 1 tetap update terus
1599,Marta Iksa,5,2020-10-10 18:03:48,"Gk kuat nih, bardi memang nomor 1 di hati saya"
1600,Alan Toy,5,2020-10-10 17:53:59,"Klau gk ad bardi saya tidak akan merasa smart home, terimakasih bardi"
1601,Philips Santoso,5,2020-10-10 17:50:26,Rumah jadi berwarna karena bardi smart home
1602,Stevi Lamar,5,2020-10-10 17:46:27,Bardi smart home pertama kali saya pakai untuk mencoba smart home terbaik bardi
1603,Ratna Rara,5,2020-10-10 17:43:23,Gak terbayang karena bardi saya merasakan smart home
1604,Lala Inti,5,2020-10-10 17:40:02,Membuat kita dengan tenang menghidupkan dan mematikan perangkat
1605,Pernah Ganteng,5,2020-10-10 17:36:51,"Saya pengguna Bardi sudah hampir 6 bulan. Dan Bardi memudahkan saya, tinggal ngomong ke HP beres dehh 👍👍👍"
1606,Aku Lucu,5,2020-10-10 17:30:32,"Barang selalu update dan terus ada barang baru, saya akan lengkapin semua produk bardi"
1607,Penggemar Gaming,5,2020-10-10 17:25:09,Bardi smart home selalu update dan selalu memberi yg terbaik buat kita
1608,Khusnul Kharisma,5,2020-10-10 17:22:12,Bagus banget. Saya beli produk smart bulb 3 buah dan masih mau mesen lagi yg lainnya
1609,Lala Lili,5,2020-10-10 17:21:03,Saya sudah ad beberapa perangkat bardi di rumah mau tingkatkan terus saya
1610,Ricka Utami,5,2020-10-10 17:18:04,Bardi Best. Mengikuti perkembangan jaman. Tingkatkan terus Bardi...
1611,Dodi Alfariji,5,2020-10-10 17:17:59,"Top deh pokoknya, Saya pengguna Bardi Wall switch, Bardi Bulb dan Bardi smart plug.Memudah kan Saya untuk mengatur lampu nyala/mati ketika sudah malam/pagi. Tampilan app sangat baik sekali :)"
1612,Tahu tempe Tahu tempe,5,2020-10-10 17:16:28,Jadi ironman dong sayanya terbaik memang bardi
1613,Tempe Tepung,5,2020-10-10 17:13:11,Bardi selalu di hati
1614,Kamilah Fauziah,5,2020-10-10 16:52:47,"Seneng banget sama bardi, pas tau ada app nya langsung coba dan ternyata sangat easy to use😭👍🏻 semoga selalu bisa jadi lebih baik😍"
1615,yuri wicaksono,5,2020-10-10 16:49:23,"Istri saya ngenalin saya pakai BARDI, mantep banget produknya, buat rumah makin smart"
1616,Nisya Munadjat,5,2020-10-10 16:39:55,"Produk BARDI mantappp, udh make dr lama dan gak ngecewain :)"
1617,Daniel Hadi,5,2020-10-10 16:21:10,Produk Bardi paling top markotop. Hampir semua saya pake. Aplikasinya juga sangat user friendly. Recommended bgt dah...
1618,Rindang Sujiwa,5,2020-10-09 13:55:43,"Bardi memudahkan gue untuk kontrol smart home dari jarak jauh, jadi tidak perlu khawatir lagi ninggal rumah tapi dalam keadaan masih nyala tinggal kontrol aja dari aplikasinya ini! Gokil banget sih ini, keren!!!!!!"
1619,نوافذ majhol,1,2020-10-08 22:14:51,You don't even have smart tv on your category
1620,abdullah ingga Pranata,4,2020-10-06 16:09:49,Akan sangat bagus jika ada dark mode
1621,Andy hoon,5,2020-10-05 09:21:10,"Lampu blub 9watt sangat membantu kalo terbangun di tengah malam mau buat susu untuk si baby,dan si baby jadi ngak takut di kegelapan,karena lampunya bisa diatur sesuai dengan tingkat kecerahan,mantap bardi smart home..."
1622,Ivan .Rinaldy,5,2020-10-04 09:25:58,Excellent Product
1623,Herman P,5,2020-10-03 02:58:03,Sangat bermanfaat sesuai kebutuhan
1624,zamroni onay,5,2020-10-02 22:36:39,Baru coba smart light bulb n smart remote IR nya tapi serasa kaya aeronmen.. canggih bener.. haha Akan nambah product nya Bardi yg mana lagi ya?
1625,Joshua Samuel Vincent,5,2020-10-02 07:15:09,"Barang barangnya keren ga ngecewain ,,, luar biasa"
1626,Eky Khairurrachman,5,2020-10-02 01:01:53,Pake bardi serasa berada di dunia modern cuy😂
1627,Revolina Gaghana,5,2020-10-01 21:14:41,"Cara paling mudah dan murah bikin rumah jadi pintar dan keren. Thanks Bardi sekarang udah ngerasa aman dan tenang kalau jauh dari rumah ,semua bisa terkontrol dari handphone ❤️"
1628,Billy Kurniadi,5,2020-10-01 14:57:55,"best smart home app, easy to use with simple UI.. work well with bardi LED strip light and bardi 9w smart lamp"
1629,Muh Soeharto Ajeng M,5,2020-10-01 14:32:59,"Keren bardi.. rumahku jadi lebih aman dan terschedule lampu garasinya berkat bardi.. sisa robot vacum yg belum sy beli.. untuk bohlam, led strip, smartplug dan smart door sdh terpasang dirmh.. terima kasih bardi"
1630,Buddy Dharmawan,5,2020-10-01 12:05:08,"Produk mantap yang didukung dengan aplikasi keren. Mudah disetting, mudah dalam pemantauan, menu familier dan nggak susah buat cari fiturnya, user friendly banget dan powerfull. Buat kontrol produk produk smaet dirumah nggak usah bingung lagi, cukup buka aplikasi bardi smart home, dan... Dunia dalam genggaman kita"
1631,ahza faiza,5,2020-10-01 11:49:06,mudah dioperasikan.. dan banyak promo2 buat beli smart device di ecommerce.. lumayan hemat
1632,Andi Limanga,5,2020-10-01 11:41:33,Produk smarthome dengan harga terjangkau dengan kualitas dan fitur yg tidak kalah dengan produk smarthome lainnya dgn harga yg jauh di atas. Semoga kedepannya ekosistem Bardi smarthome bisa semakin luas.
1633,Satria Indrawiyata,5,2020-10-01 06:57:48,Emang da best lah product maupun appnya. Cicil terus buat upgrade rumah jadi smart home. Banyak temen yg keracunin gegara sering upload product BARDI. Semangaaaat terus BARDI ALWAYS IN CONTROL
1634,GamingIndo,5,2020-10-01 06:56:16,"Bardi smart home terbaik, Membuat rumah jadi smart dan membuat kita jadi santuy dan gk ribet lagi"
1635,Erwin Mulialim,5,2020-10-01 06:41:06,"This Application is Easy to Use, Same with 'Smart Life' & 'TuyaSmart', and the Product of Bardi's Brand are 'Very Good Quality', and I have bought 3 Smart LED Bulb RGB+CCT 12 watt, 7 Smart LED Bulb RGB+CCT 9 watt, 4 Smart LED Bulb CCT (CW +WW) 9 watt, and 2 Smart Breaker…… 👍👍👍"
1636,MRG,5,2020-10-01 06:14:26,"Gila sih ini lampunya, berasa punya jarvis di rumahh 😆, next bakal lengkapin device"" lainnya"
1637,Adharul M,4,2020-09-29 17:34:46,"Sejauh ini app dapat berjalan baik. Problem: ada kendala saat menambahkan home member. Member dapat ditambahkan akan tetapi tidak bisa mengakses device meskipun sudah diijinkan. Usul: Mohon ditambahkan schedulling untuk lampu RGB tidak hanya untuk on off saja, tetapi juga pilihan warnanya. Misalkan mulai jam 9 malam nyala merah, jam 6 pagi off, jam 5 sore nyala putih."
1638,Fiori Salsabila,3,2020-09-29 01:50:57,"It's PERFECT IF the music mode (rgb light bulb) can really listen to music beat. Please fix this 🥺 yall can connect the app to spotify, music cloud, etc to make the color change goes smoother. Thanks!"
1639,Benhard Sinanu,5,2020-09-25 06:24:31,"Salah satu produknya ada LED strip, tp kok di aplikasi nya ga ada pilihan device LED strip???"
1640,Bernardino Realino,2,2020-09-18 05:21:35,"alarm pada sensor pintu delay cukup lama. malah kadang pas buka apps, baru bunyi alarmnya. padahal buka pintunya uda 30menit yang lalu. kalo ada maling, uda keburu pulang lagi malingnya."
1641,Kevin Kho,5,2020-09-17 06:27:34,Untuk schedule tambahin range waktu bisa ga?
1642,Bayu Suseno,3,2020-09-16 14:35:07,Sayang...kurang optimal bwt tablet Ditunggu update an nya
1643,Kelvin Xin,1,2020-09-14 16:18:39,Many bug on wifi connection with smart device
1644,julius stevanus,3,2020-09-14 04:03:29,since app update all bardi device have random disconnect issue
1645,Christian Lu,1,2020-09-08 15:16:38,gabisa connect IR Blaster 👎👎
1646,Adriano Valentino,5,2020-09-08 05:34:46,Smart and very useful apps especially in Indonesia...Keep up the goodwork Bardi!!
1647,Sebastian Alex Dharmawangsa,2,2020-09-07 17:53:10,"Doesn't integrate well with Google Home, it is very difficult to add a hardware to the Google Home app. Not recommended for those with google nest ecosystem at home."
1648,Ongky Yoga Pradipta (kopedipad),1,2020-09-07 16:11:10,"1). Smart Bulb di fitur Tap to Run & Automation, mode colour tidak bekerja. Meskipun dipilih mode colour, warna lampu akan jadi warna putih atau warna tetap putih. Tidak bisa berganti warna. 2). Pet Feeder tidak bekerja di Google Assistant maupun Google Home. Sama sekali tidak ada perintah yg bisa digunakan di google assistant. Dan di google home pun tidak ada fitur Pet Feeder yg bisa digunakan sama sekali. Mohon perbaiki 2 masalah itu di update berikutnya. Nanti saya ubah ke 5 stars jika beres."
1649,Zenio Feby,4,2020-09-05 07:19:03,Tambahkan Shortcut On/Off di Home Screen Android
1650,Ian Chan,5,2020-09-05 04:19:29,"Aplikasinya sdh cukup mudah utk digunakan. Saran saya, tambahkan atau perbaiki lagi opsi untuk bahasa. Karena bahasa aplikasi nya sesuai bahasa Default dari Androidnya."
1651,Alfred Geminyco,5,2020-09-02 14:01:01,Berguna sekali. Smart home.
1652,Astraka Zulqarnain,5,2020-08-31 03:51:29,"Buat yang mau pake voice command dan suka error coba akun bardinya di link kan ke google assistant, cari caranya di internet, Kalo pake google assistant sy gapernah ada masalah pake voice command"
1653,rahman hakim,1,2020-08-29 12:47:49,Need dark theme
1654,Fadil Mahetza Hardanto,3,2020-08-29 11:01:19,The app doesn't link to my lamp again after 1 day of usage
1655,Jastin Christian,5,2020-08-29 09:28:43,Bagus untuk saran mohon ditingkatkan lagi fitur musiknya agar lebih akurat terimakasih
